Municipios;Tipo de vivienda;Total
38049  Valle Gran Rey;2.1 Total viviendas principales;2.099
18902  Valle, El;2 Total viviendas familiares;708
18902  Valle, El;2.1 Total viviendas principales;504
24191  Vallecillo;2 Total viviendas familiares;137
24191  Vallecillo;2.1 Total viviendas principales;63
44249  Vallecillo, El;2 Total viviendas familiares;97
44249  Vallecillo, El;2.1 Total viviendas principales;24
38050  Vallehermoso;2 Total viviendas familiares;1.621
38050  Vallehermoso;2.1 Total viviendas principales;1.341
09417  Vallejera;2 Total viviendas familiares;57
09417  Vallejera;2.1 Total viviendas principales;17
37343  Vallejera de Riofrío;2 Total viviendas familiares;90
37343  Vallejera de Riofrío;2.1 Total viviendas principales;22
40219  Vallelado;2 Total viviendas familiares;457
40219  Vallelado;2.1 Total viviendas principales;295
40220  Valleruela de Pedraza;2 Total viviendas familiares;119
40220  Valleruela de Pedraza;2.1 Total viviendas principales;34
40221  Valleruela de Sepúlveda;2 Total viviendas familiares;131
40221  Valleruela de Sepúlveda;2.1 Total viviendas principales;23
46253  Vallés;2 Total viviendas familiares;103
46253  Vallés;2.1 Total viviendas principales;56
09418  Valles de Palenzuela;2 Total viviendas familiares;61
09418  Valles de Palenzuela;2.1 Total viviendas principales;31
49230  Vallesa de la Guareña;2 Total viviendas familiares;228
49230  Vallesa de la Guareña;2.1 Total viviendas principales;59
35032  Valleseco;2 Total viviendas familiares;1.893
35032  Valleseco;2.1 Total viviendas principales;1.450
25240  Vallfogona de Balaguer;2 Total viviendas familiares;909
25240  Vallfogona de Balaguer;2.1 Total viviendas principales;712
17170  Vallfogona de Ripollès;2 Total viviendas familiares;205
17170  Vallfogona de Ripollès;2.1 Total viviendas principales;92
43159  Vallfogona de Riucorb;2 Total viviendas familiares;195
43159  Vallfogona de Riucorb;2.1 Total viviendas principales;58
08294  Vallgorguina;2 Total viviendas familiares;1.320
08294  Vallgorguina;2.1 Total viviendas principales;995
12127  Vallibona;2 Total viviendas familiares;264
12127  Vallibona;2.1 Total viviendas principales;46
08295  Vallirana;2 Total viviendas familiares;6.872
08295  Vallirana;2.1 Total viviendas principales;5.100
17209  Vall-llobrega;2 Total viviendas familiares;597
17209  Vall-llobrega;2.1 Total viviendas principales;311
43160  Vallmoll;2 Total viviendas familiares;936
43160  Vallmoll;2.1 Total viviendas principales;646
08296  Vallromanes;2 Total viviendas familiares;1.133
08296  Vallromanes;2.1 Total viviendas principales;896
43161  Valls;2 Total viviendas familiares;12.042
43161  Valls;2.1 Total viviendas principales;9.523
25906  Valls d'Aguilar, Les;2 Total viviendas familiares;306
25906  Valls d'Aguilar, Les;2.1 Total viviendas principales;133
25239  Valls de Valira, Les;2 Total viviendas familiares;595
25239  Valls de Valira, Les;2.1 Total viviendas principales;350
09419  Valluércanes;2 Total viviendas familiares;89
09419  Valluércanes;2.1 Total viviendas principales;34
50275  Valmadrid;2 Total viviendas familiares;78
50275  Valmadrid;2.1 Total viviendas principales;50
09407  Valmala;2 Total viviendas familiares;93
09407  Valmala;2.1 Total viviendas principales;24
45180  Valmojado;2 Total viviendas familiares;2.221
45180  Valmojado;2.1 Total viviendas principales;1.549
18183  Válor;2 Total viviendas familiares;772
18183  Válor;2.1 Total viviendas principales;292
47184  Valoria la Buena;2 Total viviendas familiares;497
47184  Valoria la Buena;2.1 Total viviendas principales;247
50276  Valpalmas;2 Total viviendas familiares;157
50276  Valpalmas;2.1 Total viviendas principales;67
37340  Valsalabroso;2 Total viviendas familiares;112
37340  Valsalabroso;2.1 Total viviendas principales;68
16234  Valsalobre;2 Total viviendas familiares;142
16234  Valsalobre;2.1 Total viviendas principales;27
40214  Valseca;2 Total viviendas familiares;206
40214  Valseca;2.1 Total viviendas principales;127
14064  Valsequillo;2 Total viviendas familiares;322
14064  Valsequillo;2.1 Total viviendas principales;155
35031  Valsequillo de Gran Canaria;2 Total viviendas familiares;4.308
35031  Valsequillo de Gran Canaria;2.1 Total viviendas principales;3.243
19310  Valtablado del Río;2 Total viviendas familiares;51
19310  Valtablado del Río;2.1 Total viviendas principales;11
42198  Valtajeros;2 Total viviendas familiares;40
42198  Valtajeros;2.1 Total viviendas principales;15
40215  Valtiendas;2 Total viviendas familiares;234
40215  Valtiendas;2.1 Total viviendas principales;54
31249  Valtierra;2 Total viviendas familiares;1.205
31249  Valtierra;2.1 Total viviendas principales;892
50277  Valtorres;2 Total viviendas familiares;132
50277  Valtorres;2.1 Total viviendas principales;54
38048  Valverde;2 Total viviendas familiares;2.498
38048  Valverde;2.1 Total viviendas principales;1.963
28166  Valverde de Alcalá;2 Total viviendas familiares;260
28166  Valverde de Alcalá;2.1 Total viviendas principales;175
06142  Valverde de Burguillos;2 Total viviendas familiares;270
06142  Valverde de Burguillos;2.1 Total viviendas principales;123
47185  Valverde de Campos;2 Total viviendas familiares;82
47185  Valverde de Campos;2.1 Total viviendas principales;59
16236  Valverde de Júcar;2 Total viviendas familiares;1.006
16236  Valverde de Júcar;2.1 Total viviendas principales;448
10204  Valverde de la Vera;2 Total viviendas familiares;575
10204  Valverde de la Vera;2.1 Total viviendas principales;273
24189  Valverde de la Virgen;2 Total viviendas familiares;4.285
24189  Valverde de la Virgen;2.1 Total viviendas principales;2.855
06143  Valverde de Leganés;2 Total viviendas familiares;1.825
06143  Valverde de Leganés;2.1 Total viviendas principales;1.474
06144  Valverde de Llerena;2 Total viviendas familiares;560
06144  Valverde de Llerena;2.1 Total viviendas principales;297
19311  Valverde de los Arroyos;2 Total viviendas familiares;149
19311  Valverde de los Arroyos;2.1 Total viviendas principales;50
06145  Valverde de Mérida;2 Total viviendas familiares;629
06145  Valverde de Mérida;2.1 Total viviendas principales;427
37341  Valverde de Valdelacasa;2 Total viviendas familiares;79
37341  Valverde de Valdelacasa;2.1 Total viviendas principales;32
21072  Valverde del Camino;2 Total viviendas familiares;6.754
21072  Valverde del Camino;2.1 Total viviendas principales;4.786
10205  Valverde del Fresno;2 Total viviendas familiares;1.737
10205  Valverde del Fresno;2.1 Total viviendas principales;1.073
40216  Valverde del Majano;2 Total viviendas familiares;729
40216  Valverde del Majano;2.1 Total viviendas principales;459
24190  Valverde-Enrique;2 Total viviendas familiares;150
24190  Valverde-Enrique;2.1 Total viviendas principales;83
16237  Valverdejo;2 Total viviendas familiares;150
16237  Valverdejo;2.1 Total viviendas principales;44
37342  Valverdón;2 Total viviendas familiares;205
37342  Valverdón;2.1 Total viviendas principales;100
43162  Vandellòs i l'Hospitalet de l'Infant;2 Total viviendas familiares;4.971
43162  Vandellòs i l'Hospitalet de l'Infant;2.1 Total viviendas principales;2.393
25909  Vansa i Fórnols, La;2 Total viviendas familiares;145
25909  Vansa i Fórnols, La;2.1 Total viviendas principales;94
16238  Vara de Rey;2 Total viviendas familiares;571
16238  Vara de Rey;2.1 Total viviendas principales;275
08297  Veciana;2 Total viviendas familiares;99
08297  Veciana;2.1 Total viviendas principales;61
24193  Vecilla, La;2 Total viviendas familiares;608
24193  Vecilla, La;2.1 Total viviendas principales;183
37344  Vecinos;2 Total viviendas familiares;214
37344  Vecinos;2.1 Total viviendas principales;126
15089  Vedra;2 Total viviendas familiares;2.061
15089  Vedra;2.1 Total viviendas principales;1.618
24196  Vega de Espinareda;2 Total viviendas familiares;1.499
24196  Vega de Espinareda;2.1 Total viviendas principales;1.036
24197  Vega de Infanzones;2 Total viviendas familiares;579
24197  Vega de Infanzones;2.1 Total viviendas principales;366
39096  Vega de Liébana;2 Total viviendas familiares;636
39096  Vega de Liébana;2.1 Total viviendas principales;323
39097  Vega de Pas;2 Total viviendas familiares;701
39097  Vega de Pas;2.1 Total viviendas principales;306
47187  Vega de Ruiponce;2 Total viviendas familiares;138
47187  Vega de Ruiponce;2.1 Total viviendas principales;48
35033  Vega de San Mateo;2 Total viviendas familiares;3.712
35033  Vega de San Mateo;2.1 Total viviendas principales;2.841
05253  Vega de Santa María;2 Total viviendas familiares;108
05253  Vega de Santa María;2.1 Total viviendas principales;43
49231  Vega de Tera;2 Total viviendas familiares;409
49231  Vega de Tera;2.1 Total viviendas principales;171
37345  Vega de Tirados;2 Total viviendas familiares;150
37345  Vega de Tirados;2.1 Total viviendas principales;88
24198  Vega de Valcarce;2 Total viviendas familiares;713
24198  Vega de Valcarce;2.1 Total viviendas principales;312
47188  Vega de Valdetronco;2 Total viviendas familiares;90
47188  Vega de Valdetronco;2.1 Total viviendas principales;51
49232  Vega de Villalobos;2 Total viviendas familiares;116
49232  Vega de Villalobos;2.1 Total viviendas principales;46
16239  Vega del Codorno;2 Total viviendas familiares;195
16239  Vega del Codorno;2.1 Total viviendas principales;69
24194  Vegacervera;2 Total viviendas familiares;336
24194  Vegacervera;2.1 Total viviendas principales;145
33074  Vegadeo;2 Total viviendas familiares;2.445
33074  Vegadeo;2.1 Total viviendas principales;1.732
49233  Vegalatrave;2 Total viviendas familiares;88
49233  Vegalatrave;2.1 Total viviendas principales;54
40222  Veganzones;2 Total viviendas familiares;304
40222  Veganzones;2.1 Total viviendas principales;122
24199  Vegaquemada;2 Total viviendas familiares;691
24199  Vegaquemada;2.1 Total viviendas principales;206
40223  Vegas de Matute;2 Total viviendas familiares;581
40223  Vegas de Matute;2.1 Total viviendas principales;132
24201  Vegas del Condado;2 Total viviendas familiares;1.366
24201  Vegas del Condado;2.1 Total viviendas principales;504
18911  Vegas del Genil;2 Total viviendas familiares;4.761
18911  Vegas del Genil;2.1 Total viviendas principales;3.469
10902  Vegaviana;2 Total viviendas familiares;640
10902  Vegaviana;2.1 Total viviendas principales;372
44250  Veguillas de la Sierra;2 Total viviendas familiares;62
44250  Veguillas de la Sierra;2.1 Total viviendas principales;8
37346  Veguillas, Las;2 Total viviendas familiares;242
37346  Veguillas, Las;2.1 Total viviendas principales;115
32083  Veiga, A;2 Total viviendas familiares;1.707
32083  Veiga, A;2.1 Total viviendas principales;432
11039  Vejer de la Frontera;2 Total viviendas familiares;6.694
11039  Vejer de la Frontera;2.1 Total viviendas principales;4.552
45181  Velada;2 Total viviendas familiares;1.621
45181  Velada;2.1 Total viviendas principales;996
42200  Velamazán;2 Total viviendas familiares;165
42200  Velamazán;2.1 Total viviendas principales;55
47189  Velascálvaro;2 Total viviendas familiares;77
47189  Velascálvaro;2.1 Total viviendas principales;60
05254  Velayos;2 Total viviendas familiares;224
05254  Velayos;2.1 Total viviendas principales;118
04097  Velefique;2 Total viviendas familiares;374
04097  Velefique;2.1 Total viviendas principales;152
18184  Vélez de Benaudalla;2 Total viviendas familiares;1.807
18184  Vélez de Benaudalla;2.1 Total viviendas principales;1.032
04098  Vélez-Blanco;2 Total viviendas familiares;1.920
04098  Vélez-Blanco;2.1 Total viviendas principales;920
29094  Vélez-Málaga;2 Total viviendas familiares;47.231
29094  Vélez-Málaga;2.1 Total viviendas principales;28.606
04099  Vélez-Rubio;2 Total viviendas familiares;4.379
04099  Vélez-Rubio;2.1 Total viviendas principales;2.682
47190  Velilla;2 Total viviendas familiares;66
47190  Velilla;2.1 Total viviendas principales;50
22245  Velilla de Cinca;2 Total viviendas familiares;259
22245  Velilla de Cinca;2.1 Total viviendas principales;158
50278  Velilla de Ebro;2 Total viviendas familiares;317
50278  Velilla de Ebro;2.1 Total viviendas principales;111
50279  Velilla de Jiloca;2 Total viviendas familiares;125
50279  Velilla de Jiloca;2.1 Total viviendas principales;41
42201  Velilla de la Sierra;2 Total viviendas familiares;48
42201  Velilla de la Sierra;2.1 Total viviendas principales;18
42202  Velilla de los Ajos;2 Total viviendas familiares;65
42202  Velilla de los Ajos;2.1 Total viviendas principales;14
28167  Velilla de San Antonio;2 Total viviendas familiares;4.372
28167  Velilla de San Antonio;2.1 Total viviendas principales;4.127
34199  Velilla del Río Carrión;2 Total viviendas familiares;1.206
34199  Velilla del Río Carrión;2.1 Total viviendas principales;606
37347  Vellés, La;2 Total viviendas familiares;414
37347  Vellés, La;2.1 Total viviendas principales;254
16240  Vellisca;2 Total viviendas familiares;258
16240  Vellisca;2.1 Total viviendas principales;71
47191  Velliza;2 Total viviendas familiares;135
47191  Velliza;2.1 Total viviendas principales;57
28168  Vellón, El;2 Total viviendas familiares;1.480
28168  Vellón, El;2.1 Total viviendas principales;718
22909  Vencillón;2 Total viviendas familiares;203
22909  Vencillón;2.1 Total viviendas principales;170
43163  Vendrell, El;2 Total viviendas familiares;31.026
43163  Vendrell, El;2.1 Total viviendas principales;14.397
49234  Venialbo;2 Total viviendas familiares;453
49234  Venialbo;2.1 Total viviendas principales;225
34023  Venta de Baños;2 Total viviendas familiares;3.638
34023  Venta de Baños;2.1 Total viviendas principales;2.664
46254  Venta del Moro;2 Total viviendas familiares;1.601
46254  Venta del Moro;2.1 Total viviendas principales;590
17210  Ventalló;2 Total viviendas familiares;600
17210  Ventalló;2.1 Total viviendas principales;352
45182  Ventas con Peña Aguilera, Las;2 Total viviendas familiares;1.303
45182  Ventas con Peña Aguilera, Las;2.1 Total viviendas principales;487
18185  Ventas de Huelma;2 Total viviendas familiares;476
18185  Ventas de Huelma;2.1 Total viviendas principales;273
45183  Ventas de Retamosa, Las;2 Total viviendas familiares;2.066
45183  Ventas de Retamosa, Las;2.1 Total viviendas principales;1.188
45184  Ventas de San Julián, Las;2 Total viviendas familiares;207
45184  Ventas de San Julián, Las;2.1 Total viviendas principales;69
26163  Ventosa;2 Total viviendas familiares;160
26163  Ventosa;2.1 Total viviendas principales;76
47192  Ventosa de la Cuesta;2 Total viviendas familiares;81
47192  Ventosa de la Cuesta;2.1 Total viviendas principales;58
37348  Ventosa del Río Almar;2 Total viviendas familiares;124
37348  Ventosa del Río Almar;2.1 Total viviendas principales;53
40224  Ventosilla y Tejadilla;2 Total viviendas familiares;100
40224  Ventosilla y Tejadilla;2.1 Total viviendas principales;18
26164  Ventrosa;2 Total viviendas familiares;158
26164  Ventrosa;2.1 Total viviendas principales;37
28169  Venturada;2 Total viviendas familiares;1.332
28169  Venturada;2.1 Total viviendas principales;707
04100  Vera;2 Total viviendas familiares;10.546
04100  Vera;2.1 Total viviendas principales;5.389
50280  Vera de Moncayo;2 Total viviendas familiares;442
50280  Vera de Moncayo;2.1 Total viviendas principales;163
25242  Verdú;2 Total viviendas familiares;645
25242  Verdú;2.1 Total viviendas principales;364
32084  Verea;2 Total viviendas familiares;766
32084  Verea;2.1 Total viviendas principales;506
03138  Verger, el;2 Total viviendas familiares;3.020
03138  Verger, el;2.1 Total viviendas principales;1.761
17211  Verges;2 Total viviendas familiares;640
